record_id,title,exclusion_reason,terminal_state,reason_detail,reason_source
2-s2.0-85090999469,Exploratory study of the hoaxes spread via WhatsApp in Spain to prevent and/or cure COVID-19,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Self-selected hoax corpus: participants voluntarily forwarded suspected hoaxes (2353 messages, 584 validated hoaxes, subsample 126). Not a representative sample of a message diet, so 584/2353 is not a valid prevalence denominator; a content analysis of a hoax corpus.",prisma_dispositions.csv
2-s2.0-85091127753,YouTube as a source of patient information for Coronavirus Disease (COVID-19): A content-quality and audience engagement analysis,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Quality/reliability rating study (mean DISCERN 31.33/75) of 137 COVID YouTube videos; content figures (55% prevention, etc.) are topic-coverage shares, not misinformation prevalence with denominator. Out of scope (quality ratings).",prisma_dispositions.csv
2-s2.0-85098086330,Fake news about Covid-19: A comparative analysis of six iberoamerican countries,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Fact-check corpus content analysis of 371 debunked COVID fake-news items (6 Iberoamerican countries); characterizes type, technique, intent, platform. No total-content denominator; transnational-repetition (26.9%) is not audience-consumption concentration.",prisma_dispositions.csv
2-s2.0-85106335639,The human component in social media and fake news: the performance of UK opinion leaders on Twitter during the Brexit campaign,Not a prevalence or exposure estimate,DISP_EXCLUDED,Fact-check accuracy study of the top arguments of 4 UK Brexit opinion leaders (Full Fact/BBC). Explicitly excluded construct (fact-check accuracy of political claims); no prevalence/exposure estimate with a denominator.,prisma_dispositions.csv
2-s2.0-85106703963,Fake News on Coronavirus in the Context of the COVID-19 Pandemic: A Documentary Analysis,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Documentary analysis of 92 fake-news items curated from Brazilian Ministry of Health 'Saude sem Fake News' debunk portal; theme shares (prevention 32.6%) within a fact-check corpus, no total-items denominator. Fact-check corpus, no prevalence denominator.",prisma_dispositions.csv
2-s2.0-85109001077,The Rise and Fall of Fake News sites: A Traffic Analysis,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Traffic/network analysis of 283 fake-news sites vs real sites (visits, pages/visit, bounce rate, backlinks, lifespan); site-level engagement metrics with no audience-level prevalence denominator (no % of users/diet that is misinfo).",prisma_dispositions.csv
2-s2.0-85111547179,Disinformation and Covid-19: Quantitative analysis through the hoaxes debunked in Latin America and Spain,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Fact-check corpus content analysis of 1,679 verification articles (Latin America/Spain). Verdict distribution (89.4% rated false) is composition of the debunked set, not prevalence of misinfo among total content; no audience-exposure denominator.",prisma_dispositions.csv
2-s2.0-85114719672,Demographics and topics impact on the co-spread of COVID-19 misinformation and fact-checks on Twitter,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Co-spread/diffusion analysis of 7,370 fact-check-sourced misinforming URLs and their spread on Twitter; spreader-composition figures (e.g. 93% of misinfo posts from individuals) are not audience-level misinfo prevalence with a denominator.",prisma_dispositions.csv
2-s2.0-85119233792,Truth and the dynamics of news diffusion on twitter,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Literature-review book chapter plus a 14-story methodological demonstration that rates news on a 1-5 Likert 'truthfulness' scale (mean 4.2). Quality/reliability rating, not a misinfo prevalence with a denominator.",prisma_dispositions.csv
2-s2.0-85132050196,Dynamics of cross-platform attention to retracted papers,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Cross-platform attention/mention dynamics of 3,851 retracted papers vs controls; engagement/attention metrics only (e.g. '80.2% of retracted papers receive no mentions in 2 months before retraction' is about papers, not audience misinfo prevalence). No in-scope prevalence/exposure denominator.",prisma_dispositions.csv
2-s2.0-85133898545,New Insights Into the Social Rumor Characteristics During the COVID-19 Pandemic in China,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Curated debunked-rumor corpus: 1,537 rumors collected from Sina Weibo's debunking account; typology, risk-scoring, temporal/spatial correlation, and driver network analysis. No total denominator for misinfo prevalence/exposure.",prisma_dispositions.csv
2-s2.0-85139184753,Anti-science disinformation about COVID-19 spread on Twitter in Hispanic America,Not a prevalence or exposure estimate,DISP_EXCLUDED,Fact-check corpus (142 verified anti-science COVID contents) typology plus engagement (likes/RT) analysis of 96 #plandemia tweets. Disorder-type distribution (66.9% fabricated) is composition of debunked set; no content-prevalence denominator or audience-exposure proportion.,prisma_dispositions.csv
2-s2.0-85141685239,"Comparative Analysis of Engagement, Themes, and Causality of Ukraine-Related Debunks and Disinformation",Not a prevalence or exposure estimate,DISP_EXCLUDED,"Debunk/disinformation-link corpus (454 debunks, 750 disinfo links) with engagement metrics and 18% cross-language debunk overlap; fact-check corpus, no content-prevalence denominator",prisma_dispositions.csv
2-s2.0-85145702361,Misinformation and Factchecking on the disturbances of the Procés of Catalonia. Digital impact on Public and Media,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Content/discourse analysis of hoaxes from fact-checking agencies (n=4,500 hoaxes -> 62 riot hoaxes) plus 190 press items; fact-check corpus of already-false items with no total-content prevalence denominator; describes themes/rhetoric only.",prisma_dispositions.csv
2-s2.0-85147763511,"Disinformation, on the rise: An analysis of the fake news on Spanish politics",Not a prevalence or exposure estimate,DISP_EXCLUDED,"Fact-check corpus content analysis of 86 debunked Spanish-politics hoaxes; characterizes channel, format, topic, type, source, purpose, parties. Curated debunked set, no total-content denominator; no audience-exposure/prevalence estimate.",prisma_dispositions.csv
2-s2.0-85159132676,Automated Framing of Climate Change? The Role of Social Bots in the Twitter Climate Change Discourse During the 2019/2020 Australia Bushfires,Not a prevalence or exposure estimate,DISP_EXCLUDED,Social-bot analysis of climate Twitter discourse; bot counts explicitly out of scope,prisma_dispositions.csv
2-s2.0-85160644203,Exploring online oral health misinformation: a content analysis,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Oral-health misinformation corpus content analysis (318 compiled misinfo items); reports theme/platform distribution of already-identified falsehoods, no total-content denominator to yield a prevalence rate",prisma_dispositions.csv
2-s2.0-85174810384,Characterizing Discourse and Engagement Across Topics of Misinformation on Twitter,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Analyzes 12,581 posts that are all already-labeled misinformation (fact-check MuMiN corpus); reports topic distribution within misinfo plus sentiment/hate-speech/bot metrics. No total denominator for a misinfo prevalence; out-of-scope metrics.",prisma_dispositions.csv
2-s2.0-85177471938,Trend analysis of COVID-19 mis/disinformation narratives–A 3-year study,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Narrative-typology trend analysis of 58,625 articles drawn from 460 known unreliable/unverified sources (COVID). Percentages describe composition of the unreliable-source corpus by narrative over time, not prevalence of misinfo among total content or audience exposure; no denominator of all content examined.",prisma_dispositions.csv
2-s2.0-85186741013,The distorting effects of producer strategies: Why engagement does not reveal consumer preferences for misinformation,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Game-theoretic model plus preference/engagement experiments (engagement-accuracy correlation, willingness to click/share). Sample balanced by design (500 misinfo + 500 mainstream headlines); about preferences/engagement, not audience-level prevalence with a denominator.",prisma_dispositions.csv
2-s2.0-85190850262,The geography of corporate fake news,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Built entirely from a fact-check corpus of debunked corporate stories (541 fake / 144 non-fake); focus on geographic origin of spreaders, bot scores, and topic breakdown. No total denominator for content prevalence; % foreign-originating tweets is not a misinfo prevalence/exposure share.",prisma_dispositions.csv
2-s2.0-85195339204,Companies inadvertently fund online misinformation despite consumer backlash,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Advertising-ecosystem/supply-side study of company ads on misinformation websites (1,276 misinfo sites; 74.5% monetized by ads); measures advertiser behavior and consumer/decision-maker experiments, not audience-level misinformation exposure/consumption prevalence.",prisma_dispositions.csv
2-s2.0-85197369320,Disinformation on the COVID-19 pandemic and the Russia-Ukraine War: Two sides of the same coin?,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Fact-check corpus content analysis of 812 verifications (COVID and Russia-Ukraine, 4 countries); characterizes frequency, format, typology, platform, purpose of debunked hoaxes. No total-content denominator; no audience-exposure/prevalence proportion.",prisma_dispositions.csv
2-s2.0-85199398341,YouTube videos on lymphedema as an information source for Spanish speaking breast cancer survivors,Not a prevalence or exposure estimate,DISP_EXCLUDED,"DISCERN quality/reliability ratings of 35 Spanish lymphedema YouTube videos; content grouped by type not veracity, no misinfo-prevalence denominator (cited 30.4%/42% figures are from other studies)",prisma_dispositions.csv
2-s2.0-85203354546,A quantitative content analysis of topical characteristics of the online COVID-19 infodemic in the United States and Japan,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Quantitative content analysis of fact-checking articles (1,743 US, 148 JP); category proportions (statistics 40.0% US vs 25.7% JP) are shares within a debunked-claim corpus, no total-items prevalence denominator. Fact-check corpus.",prisma_dispositions.csv
2-s2.0-85205141299,"Pandemic, politization and hatred: features of disinformation in Spain",Not a prevalence or exposure estimate,DISP_EXCLUDED,"Content analysis of 4,245 Maldito Bulo fact-checks/debunks (fact-check corpus of already-false items); reports theme distributions and that 47.9% could promote hate, but no misinfo prevalence against a total-content denominator; no audience exposure/consumption.",prisma_dispositions.csv
2-s2.0-85212049380,"Politics, ideology, populism and disinformation. Fact-checking Spanish parties’ political communication",Not a prevalence or exposure estimate,DISP_EXCLUDED,"Analysis of 1,415 fact-checks of false/misleading statements by Spanish politicians; a debunked corpus with no denominator of total statements. Within-corpus distributions (e.g. 85.3% target governing parties) are not misinfo prevalence.",prisma_dispositions.csv
2-s2.0-85213941586,Anti- and pro-environmental disinformation. Fact-checking Spanish political parties’ discourse.,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Fact-check corpus (1,418 debunks of Spanish politicians) analyzed for topical composition; 4.7% environmental is share of an already-false debunk corpus, not a content-prevalence with real total denominator",prisma_dispositions.csv
W4287092633,Political hazard: misinformation in the 2019 Indian general election campaign,Not a prevalence or exposure estimate,DISP_EXCLUDED,Sample of fact-checked election stories (N=41) coded for topics/parties; no audience prevalence or denominator (actor/topic analysis),prisma_dispositions.csv
W4399205394,Machine-Made Media: Monitoring the Mobilization of Machine-Generated Articles on Misinformation and Mainstream News Websites,Not a prevalence or exposure estimate,DISP_EXCLUDED,"Measures prevalence of AI/synthetic-generated articles (not misinformation falsity); reports % change over time, not a level share",prisma_dispositions.csv
W4410485787,"Too Little, Too Late: Moderation of Misinformation around the Russo-Ukrainian Conflict",Not a prevalence or exposure estimate,DISP_EXCLUDED,"Pre-selected sample of 500 misinfo tweets; moderation/takedown + engagement outcomes (84% still online), no prevalence denominator",prisma_dispositions.csv
W7124831666,"Distortions, Fabrications, and Manipulations: An Annotated Profile of Fact-checked COVID-19 Misinformation in Arabic (Preprint)",Not a prevalence or exposure estimate,DISP_EXCLUDED,Corpus of 234 fact-checked Arabic COVID claims coded for narrative typology; no prevalence denominator (fact-check corpus),prisma_dispositions.csv
W2914761925,High Prevalence of Misinformation Found in YouTube Prostate Cancer Videos,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W2917477888,The Economics of Fake News: Consumer Behavior During the 2016 Election,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of The Economics of 'Fake News',oa_dups_dropped.csv
W2980076021,"Crisis, social media and fake news in Sub-Saharan Africa : The case of the Anglophone problem in Cameroon",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Media and Social Media,oa_dups_dropped.csv
W3003733254,"Fake News, Fake Problem? An Analysis of the Fake News Audience in the Lead Up to the 2016 Presidential Election",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Fake News,oa_dups_dropped.csv
W3045537346,"Social Media, Democracy and Fake News in Pakistan: An Analysis",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Media and Social Media,oa_dups_dropped.csv
W4283220108,US hospital webpages on atrial fibrillation ablation: A potential source for misinformation,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W4291473423,Content Analysis of COVID-19 Vaccine and Infertility Tweets: The Etiology of a Misinformation Pandemic,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation and covid-19,oa_dups_dropped.csv
W4360608277,MP45-18 MISINFORMATION ON TIKTOK ABOUT THE EFFECT OF COVID-19 INFECTIONS AND VACCINATIONS ON MALE FERTILITY,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation and covid-19,oa_dups_dropped.csv
W4377015071,A Look at Social Media and Misinformation in Regard to Abortion [ID: 1379920],Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Media and Social Media,oa_dups_dropped.csv
W4377246345,(324) TikTok’s Misinformation about COVID-19 Infections and Vaccinations on Male Fertility,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation and covid-19,oa_dups_dropped.csv
W4394831676,The role of social media in spreading misinformation about covid-19 in the levant region,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of The Role of Social Media in Covid-19,oa_dups_dropped.csv
W4401812299,Disinformation and Russia-Ukrainian War on Canadian Social Media,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Media and Social Media,oa_dups_dropped.csv
W4410388894,Exploring TikTok's Effect on Perceptions and Misinformation Surrounding Hormonal Birth Control [ID 698],Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W4410566265,Exploring nutrition misinformation on social media platforms,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W4411120829,Algorithmic Behaviors Across Regions: A Geolocation Audit of YouTube Search for COVID-19 Misinformation Between the United States and South Africa,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation and covid-19,oa_dups_dropped.csv
W4413457235,Algorithmic Amplification of Surgical Misinformation: How Social Media Prioritizes Engagement Over Accuracy and Distorts Patient Choices,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Media and Social Media,oa_dups_dropped.csv
W4417124855,"Attitudes to Democracy, Information Sources, and Self-Reported Misinformation Exposure in a Federal Election: An Australian Experience Sampling Study",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W7106783913,Tu crois que c'est vrai ? Diversite des regimes d'enonciation face aux fake news et mecanismes d'autoregulation conversationnelle,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Fake News,oa_dups_dropped.csv
W7125772788,Leveraging Artificial Intelligence to Quantify the Digital Infodemic: A Longitudinal Analysis of Pathogen-Specific Misinformation in Nigeria,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W7130733747,Abstract PS1-04-01: Misguided Relief: Prevalence and Patterns of Symptom Management Misinformation for Breast Cancer on Instagram,Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W7133343648,"Agricultural knowledge sharing through Whatsapp farming groups: Dynamics, quality, and misinformation risks",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Misinformation,oa_dups_dropped.csv
W7139102111,"Quality, reliability and misinformation in mental health and neurodivergence content on social media: a systematic review",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Social Media and Health,oa_dups_dropped.csv
W7154838691,"TRUTH, FEAR, AND VIRALITY: A CROSS-PLATFORM CONTENT ANALYSIS OF HEALTH MISINFORMATION NARRATIVES ON SOCIAL MEDIA",Duplicate of an included record,DEDUP_COLLAPSED,duplicate of Social Media and Health,oa_dups_dropped.csv
2-s2.0-105002119640,Unraveling WhatsApp group dynamics to understand the threat of misinformation in messaging apps,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; WhatsApp group misinfo threat - indeterminate whether audience-level prevalence reported",prisma_dispositions.csv
2-s2.0-105008435345,Navigating the Maze of Social Media Disinformation on Psychiatric Illness and Charting Paths to Reliable Information for Mental Health Professionals: Observational Study of TikTok Videos,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; observational study of TikTok psychiatric-disinfo videos - likely quality/accuracy coding, indeterminate",prisma_dispositions.csv
2-s2.0-105022767858,The circulation of political news on Twitter during the Dutch elections,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; circulation of political news on Twitter (Dutch elections) - not clearly misinfo-specific, indeterminate",prisma_dispositions.csv
2-s2.0-84955265301,The spreading of misinformation online,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; Del Vicario 2016 'spreading of misinformation online' - cascade/echo-chamber study, likely no audience prevalence denominator, indeterminate",prisma_dispositions.csv
2-s2.0-85016088761,Anatomy of news consumption on Facebook,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; 'Anatomy of news consumption on Facebook' (Schmidt 2017) - consumption patterns, may report share on unreliable pages, indeterminate",prisma_dispositions.csv
2-s2.0-85016413464,,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: No title and no text available; fully indeterminate",prisma_dispositions.csv
2-s2.0-85144591064,COVID-Related Misinformation Migration to BitChute and Odysee,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; COVID misinfo migration to BitChute/Odysee - platform-migration analysis, indeterminate",prisma_dispositions.csv
2-s2.0-85184873133,Partisan Differences in the Sharing of Low-Quality News Sources by U.S Political Elites,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; partisan sharing of low-quality news by US political elites - may report share with denominator, indeterminate",prisma_dispositions.csv
2-s2.0-85185267639,#Fail: the quality and accuracy of nutrition-related information by influential Australian Instagram accounts,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; quality/accuracy of nutrition info on Instagram - likely quality ratings (out of scope) but 'accuracy' could be % correct, indeterminate",prisma_dispositions.csv
2-s2.0-85191481583,"Analysis of Antisemitic Trends in Czech Websites between 1999 and 2022. Ideological Background, Geolocation, Transparency, and Attitudes on the Russian-Ukrainian War Authors","Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; antisemitic Czech websites - ideology/geolocation/transparency site profiling, likely out of scope, indeterminate",prisma_dispositions.csv
2-s2.0-85191871572,Alternative Media Vary Between Mild Distortion and Extreme Misinformation: Steps Toward a Typology,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; typology of alternative media distortion - typology/description, likely no prevalence denominator, indeterminate",prisma_dispositions.csv
2-s2.0-85196841622,Persistence of misinformation and hate speech over the years: The Manchester Arena bombing,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; persistence of misinfo/hate speech (Manchester Arena) over time - indeterminate",prisma_dispositions.csv
2-s2.0-85202849284,"Does Russian Propaganda Lead or Follow? Topic Coverage, User Engagement, and RT and Sputnik’s Agenda Influence on US Media","Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; Russian propaganda agenda-setting + user engagement - agenda influence/engagement, likely out of scope, indeterminate",prisma_dispositions.csv
2-s2.0-85204117613,Antecedents and consequences of fake news exposure: a two-panel study on how news use and different indicators of fake news exposure affect media trust,"Off-topic on the title, with no retrievable full text",DISP_EXCLUDED_TITLE_SCREEN,"title-only, no retrievable full text; title indicates out of scope: Title-only; antecedents/consequences of fake-news exposure on media trust - effects/attitude study with self-report exposure indicators, indeterminate",prisma_dispositions.csv
2-s2.0-85057304142,Analyzing the digital traces of political manipulation: The 2016 Russian interference Twitter campaign,"Out of scope: producer-side, curated or secondary, not audience consumption",DISP_EXCLUDED_OUT_OF_SCOPE,"troll-PRODUCER concentration, not audience consumption (out of scope; Sacha 2026-07-15)",prisma_dispositions.csv
2-s2.0-85062230191,Avoiding misleading information: A study of complementary medicine online information for cancer patients,"Out of scope: producer-side, curated or secondary, not audience consumption",DISP_EXCLUDED_OUT_OF_SCOPE,curated non-organic corpus (16 purposive pages incl. debunking sites); no real denominator (2nd-reader),prisma_dispositions.csv
2-s2.0-85086772538,China’s “Fake News” Problem: Exploring the Spread of Online Rumors in the Government-Controlled News Media,"Out of scope: producer-side, curated or secondary, not audience consumption",DISP_EXCLUDED_OUT_OF_SCOPE,"paper excluded (Sacha 2026-07-15); rumor-advancement, not a prevalence with clean denominator",prisma_dispositions.csv
2-s2.0-85086931774,Algorithms and Health Misinformation: A Case Study of Vaccine Books on Amazon,"Out of scope: producer-side, curated or secondary, not audience consumption",DISP_EXCLUDED_OUT_OF_SCOPE,"vaccine-book stance + supply-side availability, not verified-false audience consumption (Sacha)",prisma_dispositions.csv
2-s2.0-85137929479,Black-box Audit of YouTube's Video Recommendation: Investigation of Misinformation Filter Bubble Dynamics (Extended Abstract),"Out of scope: producer-side, curated or secondary, not audience consumption",DISP_EXCLUDED_OUT_OF_SCOPE,"sockpuppet/bot audit; machine-elicited seeded set, not organic consumption (2nd-reader)",prisma_dispositions.csv
W2912178678,Finding facts about fake news,"Out of scope: producer-side, curated or secondary, not audience consumption",DISP_EXCLUDED_OUT_OF_SCOPE,editorial summary of Grinberg 2019; superseded by primary 85060549676 (dedup),prisma_dispositions.csv
2-s2.0-105009525336,“Do You Know What Birth Control Actually Does to Your Body?”: Assessing Contraceptive Information on TikTok,Not eligible on full-text reading: no qualifying estimate,DISP_EXCLUDED_FULL_TEXT,"QUALITY-ONLY study. The 100 TikTok contraception videos were appraised with the DISCERN instrument (reliability / quality / overall-quality subscales) and reported as MEDIAN SCALE SCORES (DISCERN-T median 27, min-max 24-30.5), never as a share of videos judged false, misleading or inaccurate against any external ground truth. No item was coded true/false; no fact-check, guideline-concordance or so",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85142238598,The broad reach and inaccuracy of men’s health information on social media: analysis of TikTok and Instagram,Not eligible on full-text reading: no qualifying estimate,DISP_EXCLUDED_FULL_TEXT,"QUALITY/accuracy-scale study reported as MEANS ONLY. Accuracy of the 234 sampled TikTok posts (educational posts only) was scored on a 1-5 'misinformation index' (1 = complete lack of accurate information, 5 = complete lack of inaccurate information) and is reported solely as means with SDs - overall 2.6 +/- 1.7; physicians 4.2 +/- 1.2 vs non-physicians 2.3 +/- 1.6; by topic 1.5 (semen retention)",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85165815218,Asymmetric ideological segregation in exposure to political news on Facebook,Not eligible on full-text reading: no qualifying estimate,DISP_EXCLUDED_FULL_TEXT,"No quantitative share of misinformation with a denominator is reported anywhere in this text. The paper measures ideological SEGREGATION of political-news exposure on Facebook (a segregation index of about 0.35 for domains and 0.45-0.50 for URLs) and the ideological leaning of audiences. Its two misinformation numbers - '71, 76, and 76% of untrustworthy domains have audiences that are conservative",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-105008525623,"Disinformation narratives: Impact, exposure and role of ideology",Duplicate publication of an included record,DISP_DUPLICATE_RECORD,"Duplicate publication: the Spanish-language report of the same GESOP survey as 2-s2.0-85172813494 (same authors, same fieldwork paragraph verbatim, same six narratives, every percentage the English Figure 1 value renormalised to exclude don't-know). Removed at v1.7.18 under pre-merge ruling D1. PRISMA counts this as a duplicate record, NOT as an exclusion.",prisma_dispositions.csv
W2031136850,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,review/commentary; not an empirical study and no falsity coding,behavioural_arm/fulltext/screen/screened_all.csv
W2965916618,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"no falsity coding (Rule G) — the category is a thinking-style disjunction, not an item-level truth judgement",behavioural_arm/fulltext/screen/screened_all.csv
W3042611456,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"stance is not falsity: the site list is assembled by attributed RIGHT-WING BIAS, not by any unreliability, credibility or accuracy rating, so the usage share is a partisan-media reach figure with no truth judgement anywhere in the paper",behavioural_arm/fulltext/screen/screened_all.csv
W3089036524,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"no falsity coding — ads are coded for advertiser type and spend, never for accuracy",behavioural_arm/fulltext/screen/screened_all.csv
W3091946553,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"two rules independently: stance is not falsity (tweets are coded agree/disagree with a belief, never true/false), and a misinformation-only corpus has no prevalence (the tweets were retrieved BY searching for the conspiracy and vaccine-hesitancy claims themselves, so no wider denominator exists)",behavioural_arm/fulltext/screen/screened_all.csv
W3099932286,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"quality instruments are not accuracy: the website coding measures presentation and source type (balance, facticity as opinion-vs-fact ratio, source transparency), never whether any claim on a visited page was false; the one categorical residue, 'Alternative News Sites', is an outlet type, not a truth judgement",behavioural_arm/fulltext/screen/screened_all.csv
W3110681832,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,full text truncated; the audience-size sections that could carry a source-level reach share are missing,behavioural_arm/fulltext/screen/screened_all.csv
W3178060509,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,no falsity coding - corpus-linguistic keyness plus qualitative themes; no share of tweets or comments individually judged false,behavioural_arm/fulltext/screen/screened_all.csv
W3188384768,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"not exposure — Google Trends relative search volume measures search interest (what users asked for), not misinformation content encountered",behavioural_arm/fulltext/screen/screened_all.csv
W4221106178,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"no numeric value (Rule F) — qualitative thematic analysis, no share of the 1145 comments is given for any code",behavioural_arm/fulltext/screen/screened_all.csv
W4280639973,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,cannot rule: the full text on disk is the wrong article from the same journal issue,behavioural_arm/fulltext/screen/screened_all.csv
W4281755992,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"concern and overload are not exposure — the 'infodemic' construct measures information overload and difficulty finding reliable information, not misinformation encountered",behavioural_arm/fulltext/screen/screened_all.csv
W4282838978,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,no numeric value (Rule F) — one-page conference abstract with no accuracy share,behavioural_arm/fulltext/screen/screened_all.csv
W4283660595,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,"not a falsity judgement about content - the accuracy measured is bibliographic and link integrity of Altmetric database records, a bespoke data-quality checklist, not the truth of any claim",behavioural_arm/fulltext/screen/screened_all.csv
W4296719610,,"Not eligible on full-text reading: no falsity coding, stance not falsity, or no numeric estimate",ARM_EXCLUDED_FULL_TEXT,general concern item (Addendum B): agreement that misinformation 'constitutes a challenge' says nothing about whether or how much was encountered,behavioural_arm/fulltext/screen/screened_all.csv
